Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10
Bread,0,0,0,0,0,0,0,0,0
Soup,0,0,0,0,0,0,0,0,0
Truffles,Sandwich,Coffee,Bread,0,0,0,0,0,0
Farm House,Mineral water,Soup,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Tea,Coffee,Soup,0,0,0,0,0,0,0
Chicken Stew,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Jammie Dodgers,Cake,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Tea,Sandwich,Scone,Cake,Coffee,0,0,0,0,0
Baguette,0,0,0,0,0,0,0,0,0
Tea,Scone,Juice,Cake,0,0,0,0,0,0
Pastry,Bread,0,0,0,0,0,0,0,0
Truffles,Coffee,Cake,Tiffin,0,0,0,0,0,0
Coffee,Jammie Dodgers,0,0,0,0,0,0,0,0
Toast,Coffee,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Pastry,Coffee,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Toast,Coffee,Bread,0,0,0,0,0,0,0
Baguette,0,0,0,0,0,0,0,0,0
Toast,Coffee,0,0,0,0,0,0,0,0
Tea,Coffee,Bread,Cake,0,0,0,0,0,0
Hot chocolate,Bread,0,0,0,0,0,0,0,0
Baguette,Coffee,0,0,0,0,0,0,0,0
Cake,Tiffin,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Juice,Cake,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Coffee,Tiffin,0,0,0,0,0,0,0,0
Tea,Sandwich,0,0,0,0,0,0,0,0
Sandwich,Tea,0,0,0,0,0,0,0,0
Chicken Stew,Coffee,0,0,0,0,0,0,0,0
Sandwich,Cookies,0,0,0,0,0,0,0,0
Salad,Coffee,Juice,0,0,0,0,0,0,0
Tea,Salad,Sandwich,Bread,0,0,0,0,0,0
Truffles,Pastry,Bread,0,0,0,0,0,0,0
Scandinavian,Bread,0,0,0,0,0,0,0,0
Chicken Stew,Coffee,0,0,0,0,0,0,0,0
Soup,0,0,0,0,0,0,0,0,0
Sandwich,Coffee,0,0,0,0,0,0,0,0
Cookies,Soup,0,0,0,0,0,0,0,0
Christmas common,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Sandwich,Medialuna,Coffee,Soup,0,0,0,0,0,0
Pastry,Hot chocolate,Coffee,Cake,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Pastry,0,0,0,0,0,0,0,0,0
Pastry,Chicken Stew,Coffee,Bread,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Tea,Cake,0,0,0,0,0,0,0,0
Truffles,Spanish Brunch,Coffee,Cake,0,0,0,0,0,0
Truffles,Spanish Brunch,Cake,0,0,0,0,0,0,0
Tea,Scone,Bread,0,0,0,0,0,0,0
Tea,Coke,0,0,0,0,0,0,0,0
Tea,Cake,0,0,0,0,0,0,0,0
Coke,0,0,0,0,0,0,0,0,0
Coffee,Cake,Bread,0,0,0,0,0,0,0
Tea,Scone,Cake,Cookies,Coffee,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Pastry,Coffee,Bread,0,0,0,0,0,0,0
Spanish Brunch,Coffee,Bread,0,0,0,0,0,0,0
Toast,Bread,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Baguette,0,0,0,0,0,0,0,0,0
Pastry,Coffee,0,0,0,0,0,0,0,0
Tea,Hot chocolate,Cake,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Pastry,Bread,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Pastry,0,0,0,0,0,0,0,0,0
Toast,Coffee,Bread,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Cookies,Bread,0,0,0,0,0,0,0,0
Medialuna,Bread,0,0,0,0,0,0,0,0
Tea,0,0,0,0,0,0,0,0,0
Jam,Coffee,Cake,Truffles,0,0,0,0,0,0
Pastry,Cookies,Coffee,Juice,0,0,0,0,0,0
Coffee,Bread,Tiffin,0,0,0,0,0,0,0
Cookies,Coffee,Juice,Cake,0,0,0,0,0,0
Pastry,Coffee,Vegan Feast,0,0,0,0,0,0,0
Pastry,Coffee,0,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Medialuna,Coffee,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Tea,Coffee,Tiffin,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Brownie,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Tea,Sandwich,0,0,0,0,0,0,0,0
Coffee,Tiffin,0,0,0,0,0,0,0,0
Scone,Bread,0,0,0,0,0,0,0,0
Salad,Bread,Soup,0,0,0,0,0,0,0
Sandwich,Coke,0,0,0,0,0,0,0,0
Toast,Coffee,Bread,0,0,0,0,0,0,0
Sandwich,Coffee,Cake,0,0,0,0,0,0,0
Truffles,Soup,0,0,0,0,0,0,0,0
Bread,Cookies,Vegan mincepie,Tiffin,0,0,0,0,0,0
Cookies,0,0,0,0,0,0,0,0,0
Soup,0,0,0,0,0,0,0,0,0
Spanish Brunch,Coffee,0,0,0,0,0,0,0,0
Scone,Coffee,0,0,0,0,0,0,0,0
Sandwich,Coffee,Bread,0,0,0,0,0,0,0
Spanish Brunch,Salad,Coke,0,0,0,0,0,0,0
Tea,Chicken Stew,Tiffin,Coffee,Bread,0,0,0,0,0
Tea,Cake,Bread,0,0,0,0,0,0,0
Mineral water,Truffles,Scone,Spanish Brunch,Bread,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Truffles,Cake,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Cookies,Tiffin,0,0,0,0,0,0,0,0
Tea,0,0,0,0,0,0,0,0,0
Medialuna,Coffee,0,0,0,0,0,0,0,0
Toast,Coffee,0,0,0,0,0,0,0,0
Baguette,Farm House,0,0,0,0,0,0,0,0
Medialuna,0,0,0,0,0,0,0,0,0
Bread,Cake,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Tea,Coffee,0,0,0,0,0,0,0,0
The Nomad,Coffee,Medialuna,0,0,0,0,0,0,0
Duck egg,Tea,0,0,0,0,0,0,0,0
Scone,Coffee,Bread,0,0,0,0,0,0,0
Tea,Coffee,Scandinavian,0,0,0,0,0,0,0
Scandinavian,Bread,0,0,0,0,0,0,0,0
Chocolates,Coke,Coffee,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Tea,Juice,0,0,0,0,0,0,0,0
Scone,Coffee,Pastry,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Baguette,0,0,0,0,0,0,0,0,0
Tea,Spanish Brunch,Jam,Fudge,0,0,0,0,0,0
Truffles,Spanish Brunch,Coffee,0,0,0,0,0,0,0
Scone,Scandinavian,Cake,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Sandwich,Coffee,0,0,0,0,0,0,0,0
Farm House,Bread,0,0,0,0,0,0,0,0
Toast,Cookies,Bread,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Farm House,Cookies,Coffee,0,0,0,0,0,0,0
Medialuna,Cake,Spanish Brunch,Brownie,Coffee,Bread,0,0,0,0
Sandwich,Pastry,Coffee,Soup,0,0,0,0,0,0
Muffin,0,0,0,0,0,0,0,0,0
Tea,0,0,0,0,0,0,0,0,0
Tiffin,0,0,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Hot chocolate,Cookies,Bread,0,0,0,0,0,0,0
Jammie Dodgers,Cake,Juice,Bread,0,0,0,0,0,0
Scone,Bread,0,0,0,0,0,0,0,0
Tea,Hot chocolate,Tiffin,Bread,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Sandwich,Granola,Coffee,Cake,0,0,0,0,0,0
Scone,0,0,0,0,0,0,0,0,0
Sandwich,Pastry,0,0,0,0,0,0,0,0
Sandwich,Coffee,0,0,0,0,0,0,0,0
Pastry,Cake,Bread,0,0,0,0,0,0,0
Pastry,0,0,0,0,0,0,0,0,0
Sandwich,Brownie,Drinking chocolate spoons ,Coffee,Bread,0,0,0,0,0
Sandwich,Coffee,0,0,0,0,0,0,0,0
Bread,Jammie Dodgers,0,0,0,0,0,0,0,0
Tea,Cake,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Tea,Salad,Muffin,Juice,0,0,0,0,0,0
Tea,Spanish Brunch,0,0,0,0,0,0,0,0
Sandwich,Chicken Stew,Medialuna,Cake,Spanish Brunch,Toast,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Bread,Soup,0,0,0,0,0,0,0,0
Scone,Coffee,Juice,Bread,0,0,0,0,0,0
Scone,Toast,Coffee,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Cake,Bread,0,0,0,0,0,0,0,0
Brownie,Coke,0,0,0,0,0,0,0,0
Sandwich,Coffee,0,0,0,0,0,0,0,0
Jammie Dodgers,Cake,Bread,0,0,0,0,0,0,0
Scone,Coffee,Bread,0,0,0,0,0,0,0
Scone,Coffee,Cake,0,0,0,0,0,0,0
Sandwich,Coffee,0,0,0,0,0,0,0,0
Argentina Night,Vegan Feast,0,0,0,0,0,0,0,0
Coffee,Cake,0,0,0,0,0,0,0,0
Tea,Cake,0,0,0,0,0,0,0,0
Tea,Scone,Cake,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,Cake,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Cookies,Muffin,Juice,Bread,0,0,0,0,0,0
Duck egg,The Nomad,Coffee,Tea,0,0,0,0,0,0
Coffee,Muffin,0,0,0,0,0,0,0,0
Scone,Hot chocolate,Coffee,Cake,0,0,0,0,0,0
Pastry,Coffee,0,0,0,0,0,0,0,0
Pastry,Coffee,0,0,0,0,0,0,0,0
Scone,Bread,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Sandwich,Brownie,Coffee,0,0,0,0,0,0,0
Coffee,Cake,0,0,0,0,0,0,0,0
Scone,Spanish Brunch,Coffee,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Spanish Brunch,Coffee,0,0,0,0,0,0,0,0
Spanish Brunch,Coffee,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Vegan Feast,Muffin,Cake,0,0,0,0,0,0,0
Brownie,Bread,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Vegan mincepie,Cake,Hot chocolate,Coffee,Bread,0,0,0,0,0
Tea,Muffin,Jammie Dodgers,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Tea,0,0,0,0,0,0,0,0,0
Tea,Pastry,Scone,Coffee,0,0,0,0,0,0
Pastry,Coffee,0,0,0,0,0,0,0,0
Baguette,0,0,0,0,0,0,0,0,0
Cookies,Coffee,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Truffles,Coffee,Juice,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Spanish Brunch,Smoothies,0,0,0,0,0,0,0,0
Toast,Coffee,Juice,Muffin,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
The Nomad,Coffee,0,0,0,0,0,0,0,0
Hot chocolate,0,0,0,0,0,0,0,0,0
Spanish Brunch,Bread,0,0,0,0,0,0,0,0
Tea,Spanish Brunch,0,0,0,0,0,0,0,0
Scone,Medialuna,Smoothies,Cookies,Coffee,0,0,0,0,0
Half slice Monster ,Coffee,Juice,Tiffin,0,0,0,0,0,0
Baguette,0,0,0,0,0,0,0,0,0
Tea,Sandwich,Coke,Spanish Brunch,Coffee,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Hot chocolate,Cookies,Coffee,0,0,0,0,0,0,0
Coffee,Cake,Soup,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Mineral water,Drinking chocolate spoons ,Coffee,Bread,0,0,0,0,0,0
Hot chocolate,0,0,0,0,0,0,0,0,0
Tea,Cake,0,0,0,0,0,0,0,0
Tea,Jammie Dodgers,Coffee,Cake,0,0,0,0,0,0
Medialuna,0,0,0,0,0,0,0,0,0
Scone,0,0,0,0,0,0,0,0,0
Hot chocolate,Cake,0,0,0,0,0,0,0,0
Chicken Stew,Medialuna,Spanish Brunch,Muffin,Coffee,0,0,0,0,0
Farm House,0,0,0,0,0,0,0,0,0
Coffee,Cake,0,0,0,0,0,0,0,0
Tea,Sandwich,Soup,Cake,Cookies,Coffee,0,0,0,0
Cookies,Coffee,0,0,0,0,0,0,0,0
Cake,Bread,0,0,0,0,0,0,0,0
Sandwich,Spanish Brunch,Coffee,0,0,0,0,0,0,0
Cookies,Coffee,0,0,0,0,0,0,0,0
Sandwich,Chocolates,Hot chocolate,Bread,0,0,0,0,0,0
Pastry,Coffee,0,0,0,0,0,0,0,0
Coffee,Jammie Dodgers,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Cake,0,0,0,0,0,0,0,0,0
Jam,Pastry,Bread,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Tea,0,0,0,0,0,0,0,0,0
Tea,Spanish Brunch,Coffee,0,0,0,0,0,0,0
Afternoon with the baker,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Cookies,Coffee,0,0,0,0,0,0,0,0
Tea,Cookies,Coffee,Cake,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,Muffin,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Tea,0,0,0,0,0,0,0,0,0
Pastry,Coffee,0,0,0,0,0,0,0,0
Sandwich,Coffee,Tea,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Tea,Cake,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Baguette,0,0,0,0,0,0,0,0,0
Baguette,Scone,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Pastry,Coffee,0,0,0,0,0,0,0,0
Pastry,Coffee,0,0,0,0,0,0,0,0
Pastry,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Pastry,Coffee,0,0,0,0,0,0,0,0
Tea,Bread,0,0,0,0,0,0,0,0
Baguette,Coffee,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Tea,Soup,Truffles,Salad,Cookies,Bread,0,0,0,0
Soup,0,0,0,0,0,0,0,0,0
Afternoon with the baker,Coffee,Soup,0,0,0,0,0,0,0
Afternoon with the baker,Spanish Brunch,Coffee,0,0,0,0,0,0,0
Sandwich,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Sandwich,Coffee,0,0,0,0,0,0,0,0
Sandwich,Coffee,0,0,0,0,0,0,0,0
Sandwich,Coffee,0,0,0,0,0,0,0,0
Tea,Salad,0,0,0,0,0,0,0,0
Juice,0,0,0,0,0,0,0,0,0
Sandwich,0,0,0,0,0,0,0,0,0
Tea,Hot chocolate,Coffee,0,0,0,0,0,0,0
Coffee,Soup,0,0,0,0,0,0,0,0
Tea,Cake,0,0,0,0,0,0,0,0
Bread,Cake,0,0,0,0,0,0,0,0
Coffee,Cake,Jammie Dodgers,0,0,0,0,0,0,0
Salad,Coffee,0,0,0,0,0,0,0,0
Baguette,0,0,0,0,0,0,0,0,0
Pastry,Coffee,Jammie Dodgers,0,0,0,0,0,0,0
Cookies,Coffee,0,0,0,0,0,0,0,0
Farm House,Pastry,Coffee,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Baguette,Coffee,0,0,0,0,0,0,0,0
Tea,Toast,Coffee,0,0,0,0,0,0,0
Pastry,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Pastry,Coffee,0,0,0,0,0,0,0,0
Salad,Bread,0,0,0,0,0,0,0,0
Pastry,Bread,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Toast,Coffee,Bread,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Gift voucher,Bread,0,0,0,0,0,0,0,0
Pastry,Bread,0,0,0,0,0,0,0,0
Sandwich,0,0,0,0,0,0,0,0,0
Mineral water,0,0,0,0,0,0,0,0,0
Pastry,Coffee,0,0,0,0,0,0,0,0
Truffles,Chicken Stew,0,0,0,0,0,0,0,0
Pastry,0,0,0,0,0,0,0,0,0
Sandwich,Coffee,Jammie Dodgers,0,0,0,0,0,0,0
Cookies,Bread,0,0,0,0,0,0,0,0
Tea,Medialuna,Coffee,0,0,0,0,0,0,0
Chicken Stew,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Tea,Sandwich,Chicken Stew,Juice,0,0,0,0,0,0
Tea,0,0,0,0,0,0,0,0,0
Sandwich,Cake,Bread,0,0,0,0,0,0,0
Coffee,Muffin,0,0,0,0,0,0,0,0
Coffee,Juice,Bakewell,0,0,0,0,0,0,0
Cookies,Juice,Cake,0,0,0,0,0,0,0
Chicken Stew,Soup,0,0,0,0,0,0,0,0
Coffee,Bakewell,0,0,0,0,0,0,0,0
Coffee,Juice,0,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Tea,Bread,0,0,0,0,0,0,0,0
Tea,Bakewell,0,0,0,0,0,0,0,0
Coffee,Cake,0,0,0,0,0,0,0,0
Coffee,Bakewell,0,0,0,0,0,0,0,0
Cookies,Coffee,Juice,Cake,0,0,0,0,0,0
Sandwich,Hot chocolate,Coffee,Cake,0,0,0,0,0,0
Medialuna,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Vegan Feast,Jammie Dodgers,Cookies,Cake,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Baguette,Bread,0,0,0,0,0,0,0,0
Pastry,Coffee,Bread,0,0,0,0,0,0,0
Pastry,Coffee,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Pastry,Cake,0,0,0,0,0,0,0,0
Toast,0,0,0,0,0,0,0,0,0
Hot chocolate,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Sandwich,Coffee,0,0,0,0,0,0,0,0
Cookies,Coffee,0,0,0,0,0,0,0,0
Coffee,Cake,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Jam,Bread,Christmas common,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Salad,Coke,0,0,0,0,0,0,0,0
Extra Salami or Feta,0,0,0,0,0,0,0,0,0
Cookies,0,0,0,0,0,0,0,0,0
Cake,0,0,0,0,0,0,0,0,0
Truffles,Pastry,0,0,0,0,0,0,0,0
Baguette,Cookies,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Brownie,0,0,0,0,0,0,0,0,0
Toast,Coffee,0,0,0,0,0,0,0,0
Tea,Pastry,Cookies,0,0,0,0,0,0,0
Coke,0,0,0,0,0,0,0,0,0
Brownie,Coffee,0,0,0,0,0,0,0,0
Coffee,Cake,0,0,0,0,0,0,0,0
Sandwich,Cake,Truffles,0,0,0,0,0,0,0
Tea,Bakewell,Coffee,Cake,0,0,0,0,0,0
Pastry,Hot chocolate,Coffee,Cake,0,0,0,0,0,0
Brownie,0,0,0,0,0,0,0,0,0
Scone,Coffee,0,0,0,0,0,0,0,0
Baguette,Cake,0,0,0,0,0,0,0,0
Tea,Coffee,0,0,0,0,0,0,0,0
Coffee,Cake,Bread,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Scone,Coffee,0,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Coffee,Juice,Cake,0,0,0,0,0,0,0
Brownie,Coffee,0,0,0,0,0,0,0,0
Baguette,Cookies,0,0,0,0,0,0,0,0
Mineral water,Medialuna,Coffee,Bread,0,0,0,0,0,0
Cookies,Coffee,0,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Toast,Coffee,0,0,0,0,0,0,0,0
Pastry,Bread,0,0,0,0,0,0,0,0
Pastry,Coffee,Bread,0,0,0,0,0,0,0
Toast,Coffee,Bread,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Farm House,0,0,0,0,0,0,0,0,0
Pastry,Coffee,Bread,0,0,0,0,0,0,0
Hot chocolate,Cookies,Coffee,0,0,0,0,0,0,0
Toast,Granola,Coffee,0,0,0,0,0,0,0
Pastry,Bread,0,0,0,0,0,0,0,0
Brownie,Hot chocolate,Bread,0,0,0,0,0,0,0
Juice,Bread,Crisps,0,0,0,0,0,0,0
Tea,Medialuna,Jammie Dodgers,0,0,0,0,0,0,0
Jammie Dodgers,Bread,0,0,0,0,0,0,0,0
Cake,Hot chocolate,Cherry me Dried fruit,Extra Salami or Feta,Toast,Coffee,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Farm House,0,0,0,0,0,0,0,0,0
Medialuna,Coffee,0,0,0,0,0,0,0,0
Baguette,0,0,0,0,0,0,0,0,0
Scandinavian,0,0,0,0,0,0,0,0,0
Sandwich,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Tea,Toast,Coffee,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Tea,Coffee,Bread,0,0,0,0,0,0,0
Chicken Stew,Bread,0,0,0,0,0,0,0,0
Soup,0,0,0,0,0,0,0,0,0
Tea,Mineral water,Juice,Soup,Salad,0,0,0,0,0
Truffles,Sandwich,Chicken Stew,Cake,0,0,0,0,0,0
Pastry,0,0,0,0,0,0,0,0,0
Chicken Stew,Coffee,0,0,0,0,0,0,0,0
Eggs,Bread,0,0,0,0,0,0,0,0
Coffee,Soup,0,0,0,0,0,0,0,0
Scone,Coffee,0,0,0,0,0,0,0,0
Coke,0,0,0,0,0,0,0,0,0
Brownie,Bread,0,0,0,0,0,0,0,0
Hot chocolate,Cookies,Coffee,0,0,0,0,0,0,0
Cookies,Coffee,0,0,0,0,0,0,0,0
Cake,Bread,0,0,0,0,0,0,0,0
Coffee,Cake,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Tea,Bread,Bakewell,0,0,0,0,0,0,0
Bread,Coffee,Smoothies,Cake,0,0,0,0,0,0
Hot chocolate,0,0,0,0,0,0,0,0,0
Tea,Scone,0,0,0,0,0,0,0,0
Baguette,Cookies,0,0,0,0,0,0,0,0
Coffee,Bakewell,0,0,0,0,0,0,0,0
Mortimer,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Pastry,Coffee,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Pastry,Bread,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Baguette,0,0,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Toast,Coffee,0,0,0,0,0,0,0,0
Bread,Cake,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Cookies,Coffee,Juice,Cake,0,0,0,0,0,0
Baguette,0,0,0,0,0,0,0,0,0
Tea,Cake,0,0,0,0,0,0,0,0
Pastry,Coffee,0,0,0,0,0,0,0,0
Tea,0,0,0,0,0,0,0,0,0
Tea,0,0,0,0,0,0,0,0,0
Pastry,Coffee,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Scandinavian,0,0,0,0,0,0,0,0,0
Coffee,Tiffin,Cake,0,0,0,0,0,0,0
Tea,Pastry,Hot chocolate,Cake,0,0,0,0,0,0
Brownie,Bread,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Toast,Coffee,0,0,0,0,0,0,0,0
Tea,Toast,0,0,0,0,0,0,0,0
Sandwich,Pastry,Coffee,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Tiffin,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Brownie,Cake,0,0,0,0,0,0,0,0
Half slice Monster ,0,0,0,0,0,0,0,0,0
Mineral water,Coffee,0,0,0,0,0,0,0,0
Brownie,Cookies,Coffee,Bread,0,0,0,0,0,0
Sandwich,Coffee,Soup,0,0,0,0,0,0,0
Extra Salami or Feta,Salad,Coffee,Coffee granules ,0,0,0,0,0,0
Salad,Coffee,0,0,0,0,0,0,0,0
Salad,Coffee,Cake,0,0,0,0,0,0,0
Cookies,Cake,0,0,0,0,0,0,0,0
Cookies,Coffee,0,0,0,0,0,0,0,0
Scone,Coffee,0,0,0,0,0,0,0,0
Salad,Coffee,0,0,0,0,0,0,0,0
Coke,0,0,0,0,0,0,0,0,0
Coffee,Cake,0,0,0,0,0,0,0,0
Hot chocolate,Coffee,Tiffin,0,0,0,0,0,0,0
Scone,Hot chocolate,Coffee,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Hot chocolate,Coffee,0,0,0,0,0,0,0,0
Tiffin,0,0,0,0,0,0,0,0,0
Sandwich,Coffee,0,0,0,0,0,0,0,0
Pastry,Hot chocolate,Coffee,0,0,0,0,0,0,0
Medialuna,Coffee,0,0,0,0,0,0,0,0
Pastry,Coffee,0,0,0,0,0,0,0,0
Medialuna,Coffee,Cookies,0,0,0,0,0,0,0
Pastry,Bread,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Baguette,Bread,0,0,0,0,0,0,0,0
Toast,Coffee,0,0,0,0,0,0,0,0
Farm House,Cake,0,0,0,0,0,0,0,0
Pastry,Bread,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Cookies,Coffee,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
